Feature,Importance
Cases_lag_4,0.25907552169059855
Cases_lag_5,0.15657431187314275
Cases_lag_6,0.06428378318153602
Cases_lag_10,0.052316709099406375
Cases_lag_11,0.048719987409206966
Temperature,0.04537948213155817
Cases_lag_8,0.042308290490743306
Precipitation_lag_3,0.0378387331708504
Cases_lag_7,0.03155514193664834
Humidity,0.03055420015236743
Precipitation_lag_2,0.030176848885976593
Humidity_lag_4,0.028809961296907015
Temperature_lag_4,0.023129957534499188
Precipitation_lag_1,0.02228145114308436
Cases_lag_9,0.01998511529248544
Humidity_lag_3,0.019151751385663763
Temperature_lag_2,0.018632621046910203
Temperature_lag_3,0.01410149746561856
Precipitation,0.013422245297418138
Precipitation_lag_4,0.012028402621237517
Temperature_lag_1,0.01096061057376822
Humidity_lag_1,0.009420224174177642
Humidity_lag_2,0.009293152146194927
