Feature,Importance
Temperature_lag_4,0.21221253990310213
Humidity_lag_4,0.1083798331224797
Precipitation_lag_4,0.0893527296852347
Precipitation_lag_1,0.07207797734333889
Precipitation_lag_2,0.05531958261383805
Humidity_lag_3,0.05452507139389681
Temperature_lag_3,0.05342242275109878
Humidity,0.05273319821111785
Temperature_lag_2,0.0494408425211184
Temperature,0.04639139902631533
Precipitation_lag_3,0.04609997594109114
Humidity_lag_2,0.043802146413532785
Precipitation,0.041134605597904744
Temperature_lag_1,0.04001489967964826
Humidity_lag_1,0.03509277579628234
