"adm_0_name","adm_1_name","adm_2_name","full_name","ISO_A0","FAO_GAUL_code","RNE_iso_code","IBGE_code","calendar_start_date","calendar_end_date","Year","dengue_total","case_definition_standardised","S_res","T_res","UUID"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1955-01-01","1955-12-31",1955,96,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1956-01-01","1956-12-31",1956,1207,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1957-01-01","1957-12-31",1957,152,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1958-01-01","1958-12-31",1958,94,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1959-01-01","1959-12-31",1959,125,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1960-01-01","1960-12-31",1960,551,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1961-01-01","1961-12-31",1961,1459,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1962-01-01","1962-12-31",1962,134,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1963-01-01","1963-12-31",1963,189,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1964-01-01","1964-12-31",1964,759,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1965-01-01","1965-12-31",1965,652,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1966-01-01","1966-12-31",1966,9384,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1967-01-01","1967-12-31",1967,1371,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1968-01-01","1968-12-31",1968,1116,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1969-01-01","1969-12-31",1969,1336,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1970-01-01","1970-12-31",1970,922,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1971-01-01","1971-12-31",1971,438,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1972-01-01","1972-12-31",1972,1570,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1973-01-01","1973-12-31",1973,710,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1974-01-01","1974-12-31",1974,1665,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1975-01-01","1975-12-31",1975,603,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1976-01-01","1976-12-31",1976,460,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1977-01-01","1977-12-31",1977,376,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1979-01-01","1979-12-31",1979,392,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1980-01-01","1980-12-31",1980,968,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1981-01-01","1981-12-31",1981,123,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1982-01-01","1982-12-31",1982,305,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1983-01-01","1983-12-31",1983,1684,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1984-01-01","1984-12-31",1984,2545,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1986-01-01","1986-12-31",1986,839,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1987-01-01","1987-12-31",1987,859,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1988-01-01","1988-12-31",1988,2922,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1989-01-01","1989-12-31",1989,305,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1990-01-01","1990-12-31",1990,588,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1991-01-01","1991-12-31",1991,11317,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1992-01-01","1992-12-31",1992,9108,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1993-01-01","1993-12-31",1993,5448,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CALABARZON (REGION IV-A)","PROVINCE OF LAGUNA","PHILIPPINES, CALABARZON (REGION IV-A), PROVINCE OF LAGUNA","PHL",24229,"PH-QUE",NA,"1994-01-01","1994-01-31",1994,3,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","EASTERN VISAYAS (REGION VIII)","PROVINCE OF LEYTE","PHILIPPINES, EASTERN VISAYAS (REGION VIII), PROVINCE OF LEYTE","PHL",24258,"PH-SLE",NA,"1994-01-01","1994-01-31",1994,4,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","PROVINCE OF MAGUINDANAO","PHILIPPINES, AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM), PROVINCE OF MAGUINDANAO","PHL",67174,"PH-SLU",NA,"1994-01-01","1994-01-31",1994,10,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","BICOL (REGION V)","PROVINCE OF CAMARINES SUR","PHILIPPINES, BICOL (REGION V), PROVINCE OF CAMARINES SUR","PHL",24242,"PH-CAN",NA,"1994-01-01","1994-01-31",1994,10,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CAGAYAN VALLEY (REGION II)","PROVINCE OF CAGAYAN","PHILIPPINES, CAGAYAN VALLEY (REGION II), PROVINCE OF CAGAYAN","PHL",24216,"PH-CAG",NA,"1994-01-01","1994-01-31",1994,2,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CALABARZON (REGION IV-A)","PROVINCE OF BATANGAS","PHILIPPINES, CALABARZON (REGION IV-A), PROVINCE OF BATANGAS","PHL",24227,"PH-QUE",NA,"1994-01-01","1994-01-31",1994,12,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CALABARZON (REGION IV-A)","PROVINCE OF CAVITE","PHILIPPINES, CALABARZON (REGION IV-A), PROVINCE OF CAVITE","PHL",24228,"PH-QUE",NA,"1994-01-01","1994-01-31",1994,7,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CALABARZON (REGION IV-A)","PROVINCE OF RIZAL","PHILIPPINES, CALABARZON (REGION IV-A), PROVINCE OF RIZAL","PHL",24235,"PH-QUE",NA,"1994-01-01","1994-01-31",1994,9,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL LUZON (REGION III)","PROVINCE OF BATAAN","PHILIPPINES, CENTRAL LUZON (REGION III), PROVINCE OF BATAAN","PHL",24220,"PH-AUR",NA,"1994-01-01","1994-01-31",1994,17,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL LUZON (REGION III)","PROVINCE OF TARLAC","PHILIPPINES, CENTRAL LUZON (REGION III), PROVINCE OF TARLAC","PHL",24224,"PH-AUR",NA,"1994-01-01","1994-01-31",1994,51,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL LUZON (REGION III)","PROVINCE OF BULACAN","PHILIPPINES, CENTRAL LUZON (REGION III), PROVINCE OF BULACAN","PHL",24221,"PH-AUR",NA,"1994-01-01","1994-01-31",1994,5,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL LUZON (REGION III)","PROVINCE OF PAMPANGA","PHILIPPINES, CENTRAL LUZON (REGION III), PROVINCE OF PAMPANGA","PHL",24223,"PH-AUR",NA,"1994-01-01","1994-01-31",1994,36,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL VISAYAS (REGION VII)","PROVINCE OF BOHOL","PHILIPPINES, CENTRAL VISAYAS (REGION VII), PROVINCE OF BOHOL","PHL",24252,"PH-SIG",NA,"1994-01-01","1994-01-31",1994,5,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL VISAYAS (REGION VII)","PROVINCE OF CEBU","PHILIPPINES, CENTRAL VISAYAS (REGION VII), PROVINCE OF CEBU","PHL",24253,"PH-SIG",NA,"1994-01-01","1994-01-31",1994,536,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","DAVAO (REGION XI)","PROVINCE OF DAVAO ORIENTAL","PHILIPPINES, DAVAO (REGION XI), PROVINCE OF DAVAO ORIENTAL","PHL",24269,"PH-DAV",NA,"1994-01-01","1994-01-31",1994,2,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","DAVAO (REGION XI)","PROVINCE OF DAVAO DEL SUR","PHILIPPINES, DAVAO (REGION XI), PROVINCE OF DAVAO DEL SUR","PHL",24268,"PH-DAV",NA,"1994-01-01","1994-01-31",1994,57,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","EASTERN VISAYAS (REGION VIII)","PROVINCE OF SAMAR","PHILIPPINES, EASTERN VISAYAS (REGION VIII), PROVINCE OF SAMAR","PHL",24261,"PH-SLE",NA,"1994-01-01","1994-01-31",1994,1,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","NATIONAL CAPITAL REGION (NCR)",NA,"PHILIPPINES, NATIONAL CAPITAL REGION (NCR)","PHL",2355,"PH-MNL",NA,"1994-01-01","1994-01-31",1994,153,"Total","Admin1","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","NORTHERN MINDANAO (REGION X)","PROVINCE OF MISAMIS ORIENTAL","PHILIPPINES, NORTHERN MINDANAO (REGION X), PROVINCE OF MISAMIS ORIENTAL","PHL",24265,"PH-MSR",NA,"1994-01-01","1994-01-31",1994,15,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","NORTHERN MINDANAO (REGION X)","PROVINCE OF BUKIDNON","PHILIPPINES, NORTHERN MINDANAO (REGION X), PROVINCE OF BUKIDNON","PHL",24262,"PH-MSR",NA,"1994-01-01","1994-01-31",1994,5,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","WESTERN VISAYAS (REGION VI)","PROVINCE OF ILOILO","PHILIPPINES, WESTERN VISAYAS (REGION VI), PROVINCE OF ILOILO","PHL",24250,"PH-GUI",NA,"1994-01-01","1994-01-31",1994,8,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL",NA,"1994-01-01","1994-12-31",1994,5603,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CALABARZON (REGION IV-A)","PROVINCE OF LAGUNA","PHILIPPINES, CALABARZON (REGION IV-A), PROVINCE OF LAGUNA","PHL",24229,"PH-QUE",NA,"1994-02-01","1994-02-28",1994,7,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL LUZON (REGION III)","PROVINCE OF TARLAC","PHILIPPINES, CENTRAL LUZON (REGION III), PROVINCE OF TARLAC","PHL",24224,"PH-AUR",NA,"1994-02-01","1994-02-28",1994,15,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","PROVINCE OF MAGUINDANAO","PHILIPPINES, AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM), PROVINCE OF MAGUINDANAO","PHL",67174,"PH-SLU",NA,"1994-02-01","1994-02-28",1994,16,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","BICOL (REGION V)","PROVINCE OF CAMARINES SUR","PHILIPPINES, BICOL (REGION V), PROVINCE OF CAMARINES SUR","PHL",24242,"PH-CAN",NA,"1994-02-01","1994-02-28",1994,1,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CAGAYAN VALLEY (REGION II)","PROVINCE OF CAGAYAN","PHILIPPINES, CAGAYAN VALLEY (REGION II), PROVINCE OF CAGAYAN","PHL",24216,"PH-CAG",NA,"1994-02-01","1994-02-28",1994,1,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CALABARZON (REGION IV-A)","PROVINCE OF CAVITE","PHILIPPINES, CALABARZON (REGION IV-A), PROVINCE OF CAVITE","PHL",24228,"PH-QUE",NA,"1994-02-01","1994-02-28",1994,6,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CALABARZON (REGION IV-A)","PROVINCE OF BATANGAS","PHILIPPINES, CALABARZON (REGION IV-A), PROVINCE OF BATANGAS","PHL",24227,"PH-QUE",NA,"1994-02-01","1994-02-28",1994,7,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CALABARZON (REGION IV-A)","PROVINCE OF RIZAL","PHILIPPINES, CALABARZON (REGION IV-A), PROVINCE OF RIZAL","PHL",24235,"PH-QUE",NA,"1994-02-01","1994-02-28",1994,6,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL LUZON (REGION III)","PROVINCE OF BATAAN","PHILIPPINES, CENTRAL LUZON (REGION III), PROVINCE OF BATAAN","PHL",24220,"PH-AUR",NA,"1994-02-01","1994-02-28",1994,11,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL LUZON (REGION III)","PROVINCE OF BULACAN","PHILIPPINES, CENTRAL LUZON (REGION III), PROVINCE OF BULACAN","PHL",24221,"PH-AUR",NA,"1994-02-01","1994-02-28",1994,4,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL LUZON (REGION III)","PROVINCE OF PAMPANGA","PHILIPPINES, CENTRAL LUZON (REGION III), PROVINCE OF PAMPANGA","PHL",24223,"PH-AUR",NA,"1994-02-01","1994-02-28",1994,12,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL VISAYAS (REGION VII)","PROVINCE OF BOHOL","PHILIPPINES, CENTRAL VISAYAS (REGION VII), PROVINCE OF BOHOL","PHL",24252,"PH-SIG",NA,"1994-02-01","1994-02-28",1994,4,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL VISAYAS (REGION VII)","PROVINCE OF CEBU","PHILIPPINES, CENTRAL VISAYAS (REGION VII), PROVINCE OF CEBU","PHL",24253,"PH-SIG",NA,"1994-02-01","1994-02-28",1994,362,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","DAVAO (REGION XI)","PROVINCE OF DAVAO DEL SUR","PHILIPPINES, DAVAO (REGION XI), PROVINCE OF DAVAO DEL SUR","PHL",24268,"PH-DAV",NA,"1994-02-01","1994-02-28",1994,24,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","DAVAO (REGION XI)","PROVINCE OF DAVAO ORIENTAL","PHILIPPINES, DAVAO (REGION XI), PROVINCE OF DAVAO ORIENTAL","PHL",24269,"PH-DAV",NA,"1994-02-01","1994-02-28",1994,2,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","EASTERN VISAYAS (REGION VIII)","PROVINCE OF LEYTE","PHILIPPINES, EASTERN VISAYAS (REGION VIII), PROVINCE OF LEYTE","PHL",24258,"PH-SLE",NA,"1994-02-01","1994-02-28",1994,4,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","ILOCOS (REGION I)","PROVINCE OF ILOCOS SUR","PHILIPPINES, ILOCOS (REGION I), PROVINCE OF ILOCOS SUR","PHL",24212,"PH-PAN",NA,"1994-02-01","1994-02-28",1994,1,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","NATIONAL CAPITAL REGION (NCR)",NA,"PHILIPPINES, NATIONAL CAPITAL REGION (NCR)","PHL",2355,"PH-MNL",NA,"1994-02-01","1994-02-28",1994,113,"Total","Admin1","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","NORTHERN MINDANAO (REGION X)","PROVINCE OF MISAMIS ORIENTAL","PHILIPPINES, NORTHERN MINDANAO (REGION X), PROVINCE OF MISAMIS ORIENTAL","PHL",24265,"PH-MSR",NA,"1994-02-01","1994-02-28",1994,7,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","WESTERN VISAYAS (REGION VI)","PROVINCE OF ILOILO","PHILIPPINES, WESTERN VISAYAS (REGION VI), PROVINCE OF ILOILO","PHL",24250,"PH-GUI",NA,"1994-02-01","1994-02-28",1994,5,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CALABARZON (REGION IV-A)","PROVINCE OF LAGUNA","PHILIPPINES, CALABARZON (REGION IV-A), PROVINCE OF LAGUNA","PHL",24229,"PH-QUE",NA,"1994-03-01","1994-03-31",1994,3,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","SOCCSKSARGEN (REGION XII)","PROVINCE OF COTABATO","PHILIPPINES, SOCCSKSARGEN (REGION XII), PROVINCE OF COTABATO","PHL",24273,"PH-SUK",NA,"1994-03-01","1994-03-31",1994,5,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","PROVINCE OF MAGUINDANAO","PHILIPPINES, AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM), PROVINCE OF MAGUINDANAO","PHL",67174,"PH-SLU",NA,"1994-03-01","1994-03-31",1994,27,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","BICOL (REGION V)","PROVINCE OF CAMARINES SUR","PHILIPPINES, BICOL (REGION V), PROVINCE OF CAMARINES SUR","PHL",24242,"PH-CAN",NA,"1994-03-01","1994-03-31",1994,2,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CALABARZON (REGION IV-A)","PROVINCE OF CAVITE","PHILIPPINES, CALABARZON (REGION IV-A), PROVINCE OF CAVITE","PHL",24228,"PH-QUE",NA,"1994-03-01","1994-03-31",1994,3,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CALABARZON (REGION IV-A)","PROVINCE OF BATANGAS","PHILIPPINES, CALABARZON (REGION IV-A), PROVINCE OF BATANGAS","PHL",24227,"PH-QUE",NA,"1994-03-01","1994-03-31",1994,11,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CALABARZON (REGION IV-A)","PROVINCE OF RIZAL","PHILIPPINES, CALABARZON (REGION IV-A), PROVINCE OF RIZAL","PHL",24235,"PH-QUE",NA,"1994-03-01","1994-03-31",1994,4,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL LUZON (REGION III)","PROVINCE OF TARLAC","PHILIPPINES, CENTRAL LUZON (REGION III), PROVINCE OF TARLAC","PHL",24224,"PH-AUR",NA,"1994-03-01","1994-03-31",1994,18,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL LUZON (REGION III)","PROVINCE OF BATAAN","PHILIPPINES, CENTRAL LUZON (REGION III), PROVINCE OF BATAAN","PHL",24220,"PH-AUR",NA,"1994-03-01","1994-03-31",1994,3,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL LUZON (REGION III)","PROVINCE OF BULACAN","PHILIPPINES, CENTRAL LUZON (REGION III), PROVINCE OF BULACAN","PHL",24221,"PH-AUR",NA,"1994-03-01","1994-03-31",1994,5,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL LUZON (REGION III)","PROVINCE OF PAMPANGA","PHILIPPINES, CENTRAL LUZON (REGION III), PROVINCE OF PAMPANGA","PHL",24223,"PH-AUR",NA,"1994-03-01","1994-03-31",1994,10,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL VISAYAS (REGION VII)","PROVINCE OF CEBU","PHILIPPINES, CENTRAL VISAYAS (REGION VII), PROVINCE OF CEBU","PHL",24253,"PH-SIG",NA,"1994-03-01","1994-03-31",1994,185,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CENTRAL VISAYAS (REGION VII)","PROVINCE OF BOHOL","PHILIPPINES, CENTRAL VISAYAS (REGION VII), PROVINCE OF BOHOL","PHL",24252,"PH-SIG",NA,"1994-03-01","1994-03-31",1994,2,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","DAVAO (REGION XI)","PROVINCE OF DAVAO DEL SUR","PHILIPPINES, DAVAO (REGION XI), PROVINCE OF DAVAO DEL SUR","PHL",24268,"PH-DAV",NA,"1994-03-01","1994-03-31",1994,42,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","DAVAO (REGION XI)","PROVINCE OF DAVAO ORIENTAL","PHILIPPINES, DAVAO (REGION XI), PROVINCE OF DAVAO ORIENTAL","PHL",24269,"PH-DAV",NA,"1994-03-01","1994-03-31",1994,3,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","ILOCOS (REGION I)","PROVINCE OF LA UNION","PHILIPPINES, ILOCOS (REGION I), PROVINCE OF LA UNION","PHL",24213,"PH-PAN",NA,"1994-03-01","1994-03-31",1994,4,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","NATIONAL CAPITAL REGION (NCR)",NA,"PHILIPPINES, NATIONAL CAPITAL REGION (NCR)","PHL",2355,"PH-MNL",NA,"1994-03-01","1994-03-31",1994,55,"Total","Admin1","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","NORTHERN MINDANAO (REGION X)","PROVINCE OF MISAMIS ORIENTAL","PHILIPPINES, NORTHERN MINDANAO (REGION X), PROVINCE OF MISAMIS ORIENTAL","PHL",24265,"PH-MSR",NA,"1994-03-01","1994-03-31",1994,8,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","NORTHERN MINDANAO (REGION X)","PROVINCE OF BUKIDNON","PHILIPPINES, NORTHERN MINDANAO (REGION X), PROVINCE OF BUKIDNON","PHL",24262,"PH-MSR",NA,"1994-03-01","1994-03-31",1994,1,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","WESTERN VISAYAS (REGION VI)","PROVINCE OF ILOILO","PHILIPPINES, WESTERN VISAYAS (REGION VI), PROVINCE OF ILOILO","PHL",24250,"PH-GUI",NA,"1994-03-01","1994-03-31",1994,2,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","CALABARZON (REGION IV-A)","PROVINCE OF LAGUNA","PHILIPPINES, CALABARZON (REGION IV-A), PROVINCE OF LAGUNA","PHL",24229,"PH-QUE",NA,"1994-04-01","1994-04-30",1994,2,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","SOCCSKSARGEN (REGION XII)","PROVINCE OF COTABATO","PHILIPPINES, SOCCSKSARGEN (REGION XII), PROVINCE OF COTABATO","PHL",24273,"PH-SUK",NA,"1994-04-01","1994-04-30",1994,2,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
"PHILIPPINES","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","PROVINCE OF MAGUINDANAO","PHILIPPINES, AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM), PROVINCE OF MAGUINDANAO","PHL",67174,"PH-SLU",NA,"1994-04-01","1994-04-30",1994,28,"Total","Admin2","Month","TYCHO-ALL-19242017-SV_DF01-00"
