Feature,Importance
Cases_lag_1,0.4202667810748515
Cases_lag_2,0.27834818710006404
Cases_lag_3,0.05632708347113655
Humidity,0.032217745670003975
Cases_lag_10,0.02460959054922808
Temperature,0.018280400573088648
Precipitation_lag_3,0.01647163642493851
Precipitation,0.014719941924495718
Cases_lag_11,0.01348502755331311
Humidity_lag_1,0.011231561401853676
Humidity_lag_3,0.01104605924995895
Humidity_lag_4,0.010089155681088854
Precipitation_lag_4,0.009316712693567857
Cases_lag_4,0.009248883623150133
Precipitation_lag_2,0.00837074698182807
Temperature_lag_4,0.007837015296927608
Temperature_lag_2,0.007376790273041761
Temperature_lag_1,0.007159857699843107
Temperature_lag_3,0.0069246190601303095
Cases_lag_5,0.0068259257385489954
Cases_lag_9,0.006555812223020841
Humidity_lag_2,0.006286862010219194
Precipitation_lag_1,0.0049887276751885085
Cases_lag_7,0.004355596554651565
Cases_lag_6,0.003917922758834738
Cases_lag_8,0.003741356737025703
