Feature,Importance
Humidity,0.18978257860367373
Precipitation_lag_2,0.10016577646999053
Precipitation,0.07114209068151893
Humidity_lag_2,0.07108599438579088
Cases_lag_8,0.06492321851698911
Precipitation_lag_4,0.05017665987442711
Precipitation_lag_1,0.04900976906937837
Precipitation_lag_3,0.046851674354418484
Cases_lag_10,0.0429816234883538
Humidity_lag_4,0.04070795978569113
Humidity_lag_1,0.03981107270528146
Cases_lag_9,0.03767181650623295
Humidity_lag_3,0.0360819968698433
Temperature_lag_4,0.03475300784949169
Temperature_lag_3,0.028121393745267488
Temperature_lag_2,0.027299049528415734
Temperature,0.026521067515649335
Temperature_lag_1,0.024025915745064522
Cases_lag_11,0.01888733430452152
