Feature,Importance
Cases_lag_8,0.1967764421597881
Temperature_lag_4,0.1784407077531158
Precipitation_lag_1,0.07572417256305211
Cases_lag_10,0.056092642309346526
Temperature_lag_2,0.05432217552219593
Humidity_lag_4,0.051390823317604147
Humidity_lag_2,0.0504138925539475
Precipitation_lag_4,0.042410824055894206
Humidity_lag_3,0.03987615585783557
Cases_lag_9,0.035853874069481394
Cases_lag_11,0.03469710582210352
Humidity_lag_1,0.03368843800157022
Temperature_lag_3,0.02831236008107835
Precipitation,0.02698644747493399
Precipitation_lag_2,0.021269058513467737
Temperature_lag_1,0.020701998635159594
Humidity,0.019538713981421353
Precipitation_lag_3,0.018454174074431805
Temperature,0.01504999325357217
