Feature,Importance
Cases_lag_3,0.5684194527580813
Cases_lag_4,0.05645666296322897
Humidity_lag_3,0.054014511211827904
Humidity_lag_4,0.049082935395114054
Cases_lag_8,0.03308161460391919
Temperature_lag_4,0.027696585938858768
Humidity_lag_2,0.027124552355701964
Cases_lag_7,0.026630041626227004
Cases_lag_5,0.018540622710308128
Cases_lag_9,0.018138350843936262
Cases_lag_6,0.016798090322265796
Temperature_lag_2,0.015282794796816861
Temperature_lag_3,0.013916072395527092
Humidity_lag_1,0.012876666805260248
Precipitation_lag_4,0.009729931531192674
Temperature,0.008955134087167286
Humidity,0.007355976350664033
Precipitation_lag_3,0.007026451307781582
Precipitation_lag_2,0.006543506835001211
Temperature_lag_1,0.006344789497848935
Precipitation_lag_1,0.004802201887979346
Precipitation,0.004780150338434038
Cases_lag_10,0.004326927372504081
Cases_lag_11,0.002075976064353346
