Feature,Importance
Cases_lag_3,0.5209618400972907
Cases_lag_8,0.06815345424239222
Cases_lag_4,0.04704392219236941
Cases_lag_6,0.039616835175188124
Cases_lag_11,0.038278943999394244
Cases_lag_7,0.03323984178740726
Cases_lag_10,0.03013969984081534
Humidity_lag_4,0.02645000280444497
Cases_lag_5,0.01873194895634671
Temperature,0.01672504744447893
Temperature_lag_4,0.01615673931720862
Humidity_lag_3,0.01576579771575597
Humidity,0.01514992310819451
Cases_lag_9,0.014635289894955616
Precipitation_lag_4,0.014444807938362338
Humidity_lag_1,0.013987703237023206
Temperature_lag_1,0.01208384618700566
Precipitation_lag_2,0.010981315437676045
Precipitation_lag_1,0.010521672196671727
Precipitation,0.009567694265414655
Temperature_lag_3,0.009200352541458082
Precipitation_lag_3,0.009019249669616855
Temperature_lag_2,0.005181152297967109
Humidity_lag_2,0.003962919652561791
