Feature,Importance
Cases_lag_1,0.7776260156203418
Cases_lag_2,0.07403065681706733
Cases_lag_3,0.025663548944970353
Precipitation_lag_4,0.02067687447418558
Temperature_lag_3,0.007839172692645151
Temperature_lag_2,0.0069385879249285395
Humidity_lag_4,0.006884054700094555
Cases_lag_6,0.005886266435728347
Precipitation_lag_1,0.00545749455931912
Cases_lag_4,0.0054562018624884235
Cases_lag_10,0.005451751801729456
Cases_lag_7,0.005374065785094937
Cases_lag_5,0.0053712554934708156
Precipitation_lag_3,0.005367209002547992
Humidity_lag_3,0.004661062973499531
Temperature_lag_1,0.00445063176081605
Precipitation_lag_2,0.004355685770971108
Precipitation,0.004081443530154397
Temperature_lag_4,0.004042184264614755
Cases_lag_8,0.00366890844133897
Cases_lag_11,0.003646280495059162
Humidity_lag_1,0.00334103613140583
Temperature,0.0030922353484566967
Humidity_lag_2,0.0030068245173647777
Humidity,0.001991022006850566
Cases_lag_9,0.0016395286448559262
