Feature,Importance
Cases_lag_4,0.3420813243766064
Cases_lag_5,0.12588366459982053
Temperature_lag_4,0.067808119974517
Humidity_lag_3,0.0444395005070865
Precipitation_lag_4,0.03839754153853583
Precipitation_lag_3,0.03517873621647988
Precipitation_lag_1,0.03272875549705457
Humidity_lag_4,0.03169780962830282
Temperature,0.0286599807943913
Precipitation,0.026969553351908114
Temperature_lag_2,0.02656373985280124
Temperature_lag_3,0.025343501298940127
Precipitation_lag_2,0.024503509423264454
Humidity_lag_2,0.023929482455744985
Humidity,0.020753609024474227
Cases_lag_6,0.020019303880466056
Humidity_lag_1,0.01837960816407947
Temperature_lag_1,0.01818305830691594
Cases_lag_11,0.012542519694923952
Cases_lag_8,0.01072049824390143
Cases_lag_10,0.010586125136157908
Cases_lag_7,0.008596377617618115
Cases_lag_9,0.0060336804160093975
