Feature,Importance
Cases_lag_4,0.44384955619863947
Cases_lag_5,0.1442448252200103
Cases_lag_6,0.07271853225784057
Temperature_lag_2,0.03312665366039009
Temperature,0.032103795263975096
Cases_lag_10,0.030865467756019057
Temperature_lag_3,0.025763685687545133
Precipitation_lag_1,0.023796630664717273
Temperature_lag_1,0.02010237473851095
Precipitation_lag_2,0.020035158097577697
Precipitation,0.017677866196683815
Humidity,0.015397833809295937
Cases_lag_7,0.01501533123714139
Cases_lag_8,0.014485101004067243
Humidity_lag_4,0.012163282339057505
Cases_lag_11,0.01194898124877416
Precipitation_lag_4,0.011659819020949225
Temperature_lag_4,0.011539813990468937
Humidity_lag_2,0.010389010401071024
Precipitation_lag_3,0.009818456084380535
Humidity_lag_1,0.00862163624105956
Humidity_lag_3,0.0080157318194204
Cases_lag_9,0.006660457062404516
