Feature,Importance
Cases_lag_9,0.1864321133996339
Cases_lag_8,0.178654035833092
Temperature_lag_1,0.09180649463298102
Cases_lag_10,0.0722848087293413
Temperature,0.0666092997591749
Cases_lag_11,0.05035939063502988
Precipitation_lag_2,0.03953205682951569
Temperature_lag_3,0.039419003673042005
Temperature_lag_4,0.03685522519876574
Temperature_lag_2,0.03421033127035258
Precipitation,0.03189725674828254
Humidity_lag_3,0.030162511976410095
Humidity_lag_4,0.02592517241337186
Humidity_lag_1,0.02199815319279378
Precipitation_lag_1,0.020758464945363344
Precipitation_lag_4,0.020400297677413852
Humidity_lag_2,0.019672518334388583
Humidity,0.019203072832688302
Precipitation_lag_3,0.013819791918358644
