Feature,Importance
Temperature_lag_4,0.13704680265883892
Precipitation_lag_1,0.09990089438617365
Precipitation,0.09852790348754946
Humidity,0.0834096654555184
Humidity_lag_2,0.07059140692462335
Humidity_lag_1,0.06943516998885128
Precipitation_lag_3,0.06841292400043666
Humidity_lag_4,0.06673330143738807
Precipitation_lag_2,0.06125231910418863
Humidity_lag_3,0.0496066311112563
Temperature,0.043601426330507766
Temperature_lag_1,0.04290312966338467
Temperature_lag_3,0.03933170075162173
Precipitation_lag_4,0.037084721432684965
Temperature_lag_2,0.03216200326697616
