Feature,Importance
Cases_lag_8,0.12970977796177036
Temperature_lag_4,0.09235407031513294
Precipitation_lag_1,0.06779140311038646
Humidity,0.05872843716684203
Temperature_lag_1,0.0555460651494384
Precipitation_lag_3,0.05546790676348857
Precipitation_lag_4,0.05278161856363567
Humidity_lag_4,0.05100511820408992
Temperature_lag_3,0.05091896845486384
Humidity_lag_1,0.05084979254517174
Humidity_lag_3,0.047245728027740415
Cases_lag_9,0.047176420688201104
Humidity_lag_2,0.044502386435702805
Precipitation_lag_2,0.042202955863387896
Cases_lag_10,0.03855876744697324
Cases_lag_11,0.033134156094198376
Precipitation,0.03193165792087652
Temperature,0.025078875075011237
Temperature_lag_2,0.025015894213088228
