Feature,Importance
Cases_lag_1,0.6776173293507233
Cases_lag_2,0.09425394986467073
Cases_lag_3,0.0367107756823204
Temperature_lag_1,0.017388579422497812
Humidity_lag_1,0.016519120858175883
Cases_lag_4,0.016483687657344318
Temperature_lag_4,0.015275099254639803
Precipitation_lag_2,0.013068521463917772
Precipitation_lag_1,0.009873882755326522
Precipitation_lag_3,0.00951293381305756
Temperature,0.009337169615471824
Humidity,0.008815240134721037
Humidity_lag_3,0.008476806173320072
Humidity_lag_4,0.007942914695913484
Temperature_lag_3,0.007379803916337385
Precipitation_lag_4,0.0071052035870397675
Cases_lag_11,0.006207294920040311
Humidity_lag_2,0.005827645554875133
Precipitation,0.005575150949486932
Cases_lag_5,0.00550183788122701
Cases_lag_7,0.005399464821965735
Temperature_lag_2,0.005145526400417513
Cases_lag_6,0.003950404701653331
Cases_lag_9,0.00303652989717891
Cases_lag_8,0.0020185247585908883
Cases_lag_10,0.0015766018690864286
