Feature,Importance
Cases_lag_3,0.41155947131682374
Cases_lag_4,0.11211210584572505
Cases_lag_9,0.04299097123539633
Humidity,0.03586985178838515
Precipitation_lag_2,0.035602281094146766
Temperature,0.03550543744720825
Cases_lag_10,0.03309829093614622
Temperature_lag_3,0.0322381548614552
Cases_lag_8,0.02917138364523911
Temperature_lag_1,0.025550498600514015
Cases_lag_6,0.025135897592572964
Precipitation,0.02473189907275427
Cases_lag_5,0.02094649163713142
Precipitation_lag_4,0.01670520953236519
Humidity_lag_4,0.015367280823167913
Precipitation_lag_3,0.01378242772962149
Cases_lag_11,0.01316891338523109
Precipitation_lag_1,0.012097873291669843
Temperature_lag_2,0.011977474709544345
Humidity_lag_1,0.011832279938352952
Humidity_lag_2,0.0107139075603732
Cases_lag_7,0.010520699614318181
Temperature_lag_4,0.010117175150419135
Humidity_lag_3,0.009204023191438098
