Feature,Importance
Humidity,0.132033317404227
Precipitation_lag_1,0.11166758971909649
Precipitation,0.08846810307587685
Humidity_lag_4,0.08755797113887129
Precipitation_lag_2,0.07333053568002662
Humidity_lag_1,0.07095538005776585
Temperature_lag_4,0.06188255546187483
Temperature,0.05664665628679635
Precipitation_lag_4,0.05374142621530499
Humidity_lag_3,0.052466630871469064
Precipitation_lag_3,0.04480369977659269
Temperature_lag_1,0.04470158691892646
Humidity_lag_2,0.04380565914331408
Temperature_lag_2,0.040920638082026554
Temperature_lag_3,0.03701825016783093
