Feature,Importance
Humidity_lag_1,0.147518458112284
Temperature_lag_4,0.1373603362151538
Temperature_lag_1,0.12290633208480403
Precipitation_lag_2,0.07425522528997053
Humidity,0.07367353395785267
Precipitation_lag_1,0.06951352985429107
Temperature_lag_2,0.05553946831313501
Precipitation,0.05156218741471217
Humidity_lag_4,0.05069157134308078
Humidity_lag_2,0.04782077102518651
Temperature_lag_3,0.04094282859672695
Precipitation_lag_4,0.03981981265037406
Temperature,0.03842043693046826
Humidity_lag_3,0.02876910086533132
Precipitation_lag_3,0.02120640734662863
