Feature,Importance
Cases_lag_1,0.634893558032545
Cases_lag_2,0.11833362957894783
Cases_lag_3,0.028797609211510346
Temperature_lag_2,0.021972608990966598
Cases_lag_10,0.019244833361971848
Cases_lag_9,0.015849292670787985
Precipitation_lag_2,0.015616228556541902
Precipitation_lag_1,0.01514979125699878
Cases_lag_7,0.01410318884926638
Cases_lag_6,0.011021838513282823
Temperature_lag_1,0.01025208591534173
Cases_lag_5,0.009705746613900628
Cases_lag_4,0.00882211924710372
Temperature_lag_3,0.0076027741400985765
Precipitation_lag_3,0.007598475782219539
Humidity_lag_1,0.0065211219310044805
Humidity,0.006515195582004677
Humidity_lag_2,0.006489506376307015
Cases_lag_11,0.006331478054710892
Precipitation_lag_4,0.006311655697539296
Temperature_lag_4,0.005812385020404695
Humidity_lag_4,0.005692664549883076
Humidity_lag_3,0.005177632784200986
Precipitation,0.0051767440888305415
Cases_lag_8,0.003548823170778726
Temperature,0.0034590120228520727
