Feature,Importance
Cases_lag_3,0.3098740800335347
Cases_lag_2,0.17856786877130304
Cases_lag_4,0.07571777790825486
Humidity,0.03235475190723424
Precipitation_lag_3,0.030446657456749328
Precipitation_lag_4,0.029648585893487848
Cases_lag_11,0.028748849805735038
Cases_lag_6,0.028651204081392115
Humidity_lag_1,0.02651184137655085
Precipitation_lag_2,0.026221371391284616
Cases_lag_9,0.02413989781916368
Humidity_lag_4,0.020740885071741873
Temperature_lag_3,0.019250802806837407
Temperature_lag_2,0.01839665761724559
Humidity_lag_3,0.017593274231846333
Precipitation,0.017413811270210237
Temperature_lag_4,0.016490695047782136
Humidity_lag_2,0.014480740041319062
Temperature,0.01406174724413652
Cases_lag_8,0.01396306160315874
Cases_lag_10,0.013940894976706183
Precipitation_lag_1,0.012178110308388891
Cases_lag_7,0.011827829426009327
Temperature_lag_1,0.010200304148318833
Cases_lag_5,0.008578299761608383
