Feature,Importance
Cases_lag_8,0.17666438701958365
Cases_lag_9,0.12788133548110475
Temperature_lag_4,0.10781639297792352
Humidity_lag_4,0.09506718854002304
Cases_lag_10,0.07280490658490978
Humidity_lag_3,0.05868472915744059
Humidity,0.05146325831639245
Temperature_lag_3,0.05075451853868247
Cases_lag_11,0.04731071294389271
Humidity_lag_1,0.0313993952254319
Humidity_lag_2,0.027687098392381756
Temperature_lag_1,0.025986070374968667
Precipitation_lag_2,0.022291313010951455
Precipitation_lag_4,0.021874758142731068
Temperature_lag_2,0.020918409878894675
Temperature,0.01872802993845204
Precipitation_lag_1,0.01712637781621229
Precipitation,0.015689656934384844
Precipitation_lag_3,0.009851460725638488
