Feature,Importance
Cases_lag_1,0.7044832792881041
Cases_lag_2,0.08959739132539332
Precipitation_lag_1,0.03079824850420026
Precipitation_lag_2,0.019470238702578913
Cases_lag_5,0.016384896241229387
Precipitation_lag_4,0.016375924992500672
Cases_lag_3,0.013559044717092432
Humidity_lag_4,0.011690893078670658
Cases_lag_6,0.010504384387459272
Temperature_lag_3,0.009565807583047708
Cases_lag_7,0.007494250686471813
Cases_lag_8,0.007449782488195237
Humidity_lag_2,0.007365188284701042
Cases_lag_4,0.0066649728945936395
Precipitation_lag_3,0.006284322073982328
Humidity_lag_3,0.00555063994936002
Cases_lag_9,0.005486871942903916
Precipitation,0.004743502740923577
Humidity,0.004446212017002228
Temperature_lag_4,0.004187049492451141
Temperature_lag_2,0.00377961271913162
Humidity_lag_1,0.0036839914147564936
Cases_lag_11,0.0035822963394674225
Cases_lag_10,0.002715409894408035
Temperature,0.0024516032174422453
Temperature_lag_1,0.0016841850239325822
