Year-Week,Temperature,Humidity,Precipitation,Cases,Year,Population,Month,Week
2014-01-06,26.060501098640003,81.96121978758,29.4999990463,0.0,2014,63730.2,1,2
2014-01-13,24.294786453257142,88.05455344062857,60.799993515,0.0,2014,63730.2,1,3
2014-01-20,22.75907244,87.06353650772857,60.2000044882,1.0,2014,63730.2,1,4
2014-01-27,23.559072222014287,76.36800929478571,8.5999996364,0.0,2014,63730.2,1,5
2014-02-03,24.609072276514286,77.36817169191428,32.6000008061,0.0,2014,63730.2,2,6
2014-02-10,27.15907233102857,74.13252149308572,20.2000003085,0.0,2014,63730.2,2,7
2014-02-17,25.91621507917143,76.50996725898571,21.4999988675,0.0,2014,63730.2,2,8
2014-02-24,25.537643977585713,70.39062064034286,11.800000406899999,0.0,2014,63730.2,2,9
2014-03-03,26.56621524265714,69.21341378347144,3.5000002906,0.0,2014,63730.2,3,10
2014-03-10,26.88050106592857,66.68664877752857,3.5000001863,0.0,2014,63730.2,3,11
2014-03-17,26.416214806685712,78.24258749824286,46.7000000477,0.0,2014,63730.2,3,12
2014-03-24,26.509072167542858,72.50435529435714,31.200000003,0.0,2014,63730.2,3,13
2014-03-31,27.709072113042858,77.93095833914286,44.5999996662,0.0,2014,63730.2,3,14
2014-04-07,28.509072167542858,70.38972473144285,4.7000000998,0.0,2014,63730.2,4,15
2014-04-14,27.780500956957145,72.10928835187143,30.8000003696,0.0,2014,63730.2,4,16
2014-04-21,26.644786289757143,84.02500915527142,224.79999315729998,0.0,2014,63730.2,4,17
2014-04-28,28.209072113042858,75.96140289307144,58.09999644770001,0.0,2014,63730.2,4,18
2014-05-05,29.40192903792857,75.70301382884286,13.699999928499999,1.0,2014,63730.2,5,19
2014-05-12,29.45907265798571,71.52026803152857,10.8000001461,0.0,2014,63730.2,5,20
2014-05-19,29.723357881828573,69.69584982735714,24.2999989986,0.0,2014,63730.2,5,21
2014-05-26,29.609072276528572,70.79824720108572,33.3999995291,0.0,2014,63730.2,5,22
2014-06-02,29.616215024685715,71.63061087472857,25.6999997272,0.0,2014,63730.2,6,23
2014-06-09,29.601929255885715,73.17755780901429,43.9999984504,0.0,2014,63730.2,6,24
2014-06-16,29.451929364885718,76.2070388794,60.800000190700004,0.0,2014,63730.2,6,25
2014-06-23,27.916215351657144,81.86640167235714,78.7000017166,0.0,2014,63730.2,6,26
2014-06-30,28.223357881828573,76.52323150634285,97.5999970437,2.0,2014,63730.2,6,27
2014-07-07,27.13764354161429,84.3100618634857,95.7000045776,0.0,2014,63730.2,7,28
2014-07-14,27.730500902457145,81.33418709892858,100.400001526,1.0,2014,63730.2,7,29
2014-07-21,26.930500847957145,82.11873517715715,183.0,1.0,2014,63730.2,7,30
2014-07-28,27.023357936328573,82.55188860211429,95.400000453,2.0,2014,63730.2,7,31
2014-08-04,26.973357609342855,81.01963043211428,57.000000238300004,1.0,2014,63730.2,8,32
2014-08-11,28.930500575485716,70.68376704625715,9.6000002177,1.0,2014,63730.2,8,33
2014-08-18,29.323357990799998,68.97950308662857,97.4000049828,0.0,2014,63730.2,8,34
2014-08-25,28.387643814071428,78.74709429058571,74.80000257489999,4.0,2014,63730.2,8,35
2014-09-01,26.859072276528572,81.3126220703,82.6999983787,2.0,2014,63730.2,9,36
2014-09-08,26.723357881814284,85.45636967251428,120.09999847419999,0.0,2014,63730.2,9,37
2014-09-15,27.00907216752857,82.3715046473857,105.2000007629,0.0,2014,63730.2,9,38
2014-09-22,28.05907222202857,77.53931100027144,72.8999925852,1.0,2014,63730.2,9,39
2014-09-29,29.273357936314287,71.85648345948572,55.300000339700006,1.0,2014,63730.2,9,40
2014-10-06,28.837643759585713,74.33003016881428,98.1000041962,1.0,2014,63730.2,10,41
2014-10-13,26.551928928914286,83.77260044642857,160.8000032901,0.0,2014,63730.2,10,42
2014-10-20,27.1376438141,80.50532422745714,78.0000004769,1.0,2014,63730.2,10,43
2014-10-27,28.059072494514286,76.66102709088571,35.9999980925,0.0,2014,63730.2,10,44
2014-11-03,27.666215079171426,78.9033214024,25.2999999523,0.0,2014,63730.2,11,45
2014-11-10,27.730500902457145,71.32087380545714,7.899999857000001,0.0,2014,63730.2,11,46
2014-11-17,27.50907189505714,77.83985355921428,23.4999990017,0.0,2014,63730.2,11,47
2014-11-24,28.044786725714285,77.4580492292,22.3000003398,1.0,2014,63730.2,11,48
2014-12-01,26.737643923071428,85.53552791051428,103.80000400539998,0.0,2014,63730.2,12,49
2014-12-08,26.523357663842855,80.52666037421429,55.900002867,1.0,2014,63730.2,12,50
2014-12-15,27.187643596114288,78.91921779088571,30.5999988913,0.0,2014,63730.2,12,51
2014-12-22,26.301929473871432,81.88608551025713,42.5000011326,0.0,2014,63730.2,12,52
2014-12-29,26.087643759585713,85.3003703526143,33.2999998331,0.0,2014,63730.2,12,1
2015-01-05,25.0662149702,87.93257032121429,80.0999968051,0.0,2015,73640.0,1,2
2015-01-12,25.13050106592857,78.27581896101428,11.200000763000002,0.0,2015,73640.0,1,3
2015-01-19,25.280500684485713,78.63789694648571,12.300000228,0.0,2015,73640.0,1,4
2015-01-26,26.544786453271428,77.93329729354286,32.099999956800005,0.0,2015,73640.0,1,5
2015-02-02,25.61621529717143,80.34380013602858,11.9999999999,0.0,2015,73640.0,2,6
2015-02-09,25.12335777282857,74.81388636998572,4.1000001729,0.0,2015,73640.0,2,7
2015-02-16,26.601929528371425,76.35117558071428,18.8000017404,1.0,2015,73640.0,2,8
2015-02-23,25.980500629985716,69.54500361851429,3.5999999568,0.0,2015,73640.0,2,9
