Year-Week,Temperature,Humidity,Precipitation,Cases
2014-01-06,27.11150093078,80.32709350586,32.2999991179,1.0
2014-01-13,25.485786710442856,83.67552947997142,65.7000026702,0.0
2014-01-20,24.37864358084286,80.98803710937143,97.5999966636,1.0
2014-01-27,24.742929458614288,73.45141492571429,13.9000009895,2.0
2014-02-03,25.607215063928574,74.90181514194286,31.5999993533,3.0
2014-02-10,27.800072261285717,75.30996377127143,15.100000679499999,1.0
2014-02-17,27.085786274500002,72.5543523516,13.299998998700001,0.0
2014-02-24,26.592929567600002,67.28678022112857,8.7999998331,0.0
2014-03-03,27.600072315771428,66.52606473648572,2.6000002176,0.0
2014-03-10,27.828643526357144,64.84868240355715,4.1000001133,0.0
2014-03-17,27.478643689828573,74.66869136265714,47.699999094,0.0
2014-03-24,27.542929513100002,70.9274771554,32.099997729100004,0.0
2014-03-31,28.642929622085717,76.08482033864286,25.5000002161,3.0
2014-04-07,29.42150061472857,68.35601588655715,2.800000079,1.0
2014-04-14,28.8643575396,69.1099183219,38.6000001506,0.0
2014-04-21,27.728643689828573,80.22233363561429,310.3999978304,0.0
2014-04-28,28.992929186142856,74.90867723735714,61.6000038534,0.0
2014-05-05,30.06435803007143,75.41490827287143,8.800000369600001,0.0
2014-05-12,30.228643417371426,71.3092275347,13.7000002861,1.0
2014-05-19,30.378643853314287,69.69736589702858,13.5000004769,0.0
2014-05-26,30.185786383499998,71.58549063547143,26.8999995589,3.0
2014-06-02,30.235786437999998,71.58395167758572,20.8000009656,0.0
2014-06-09,29.92864363534286,74.76067897251428,30.2999994159,2.0
2014-06-16,29.871500560214287,78.09096745084285,36.9999992848,1.0
2014-06-23,28.22864368984286,81.10526275635713,67.5000011921,6.0
2014-06-30,28.86435781207143,78.67293875558572,71.2000017166,4.0
2014-07-07,27.571500778185715,84.25659615654286,73.1000018119,12.0
2014-07-14,27.99292918615714,83.35758754182858,48.6999974251,10.0
2014-07-21,27.94292940412857,82.55071476527142,149.4000010489,2.0
2014-07-28,27.800072261257146,81.36238425118572,75.0000011923,6.0
2014-08-04,27.807214736957146,81.50787571498572,32.5000005066,12.0
2014-08-11,29.414358139042857,73.91104888914286,3.1000000984,7.0
2014-08-18,29.278643744314287,75.08804103308572,71.9000042677,5.0
2014-08-25,28.81435830252857,80.11636897494284,42.2999989987,5.0
2014-09-01,27.692929404114288,78.98665400911429,78.09999847419999,10.0
2014-09-08,27.792929513114284,82.26373726981429,102.4000062942,6.0
2014-09-15,27.728643417385715,80.55220358711428,82.2999970914,5.0
2014-09-22,28.528644016785716,78.7965763637,68.9999998807,5.0
2014-09-29,29.542929513085713,73.12187085832856,44.3000006973,6.0
2014-10-06,29.000072479242856,78.73714447021429,95.5999994279,1.0
2014-10-13,27.271500451228572,84.3145577567143,128.6000053286,2.0
2014-10-20,27.83578654697143,79.54083142961429,57.3000004291,3.0
2014-10-27,28.607215063914285,77.47520555768571,42.899998188,2.0
2014-11-03,28.528643471857144,77.76243155341429,26.9000003337,2.0
