Year-Week,Temperature,Humidity,Precipitation,Cases,Year,Population,Month,Week
2015-06-08,31.375856399528573,63.654991149900006,19.3999992608,0.0,2015,60215.0,6,24
2015-06-15,31.4187134334,64.66612025671428,37.8999974727,0.0,2015,60215.0,6,25
2015-06-22,28.661570685257143,77.6166392735,91.6000051498,3.0,2015,60215.0,6,26
2015-06-29,29.4615712847,75.87378038677143,67.79999804490001,3.0,2015,60215.0,6,27
2015-07-06,26.682999474657144,87.14326913015715,210.29999542230001,7.0,2015,60215.0,7,28
2015-07-13,27.432999474642855,86.02831704275715,94.4000005722,5.0,2015,60215.0,7,29
2015-07-20,29.232999801628573,75.61415536062857,3.0000000596,6.0,2015,60215.0,7,30
2015-07-27,29.268713269899997,74.51754433767142,34.5999994874,1.0,2015,60215.0,7,31
2015-08-03,28.3544278826,80.76844351631429,54.399999857,6.0,2015,60215.0,8,32
2015-08-10,27.204428264071428,84.75801740375714,117.9000005723,1.0,2015,60215.0,8,33
2015-08-17,28.9258567265,80.1860057285857,37.1999979019,0.0,2015,60215.0,8,34
2015-08-24,28.004428046085714,81.50881304058571,57.500002145799996,0.0,2015,60215.0,8,35
2015-08-31,29.31157084872857,74.7099609375,31.900000155,0.0,2015,60215.0,8,36
2015-09-07,28.911570685257143,79.39319174627143,58.0999979972,1.0,2015,60215.0,9,37
2015-09-14,27.86157090322857,84.73797716414286,92.100004673,3.0,2015,60215.0,9,38
2015-09-21,28.5187135424,80.65734972272857,61.4999985696,1.0,2015,60215.0,9,39
2015-09-28,27.740142277300002,83.27611868721429,84.7999968529,0.0,2015,60215.0,9,40
2015-10-05,28.382999147685716,77.3804724557,44.6000019312,0.0,2015,60215.0,10,41
2015-10-12,28.96871376037143,78.42958613802857,22.2000004053,4.0,2015,60215.0,10,42
2015-10-19,28.504428046085714,78.25988224577144,33.2999984623,1.0,2015,60215.0,10,43
2015-10-26,29.197284970957146,75.04866245817142,14.8999994546,2.0,2015,60215.0,10,44
2015-11-02,29.240142549785713,71.82087380545714,6.1000001431,4.0,2015,60215.0,11,45
2015-11-09,28.34728540691429,77.7915246146,22.9999999404,2.0,2015,60215.0,11,46
2015-11-16,29.125856127057144,73.04938071115714,4.7000002265,1.0,2015,60215.0,11,47
2015-11-23,28.96871376037143,73.15973772322857,5.1000002026,0.0,2015,60215.0,11,48
2015-11-30,28.932999202185716,73.39235033308572,4.300000146,0.0,2015,60215.0,11,49
2015-12-07,28.847284861957142,73.22206878662857,8.2000002265,6.0,2015,60215.0,12,50
2015-12-14,29.375856399528573,71.42613983154286,4.0999999568000005,6.0,2015,60215.0,12,51
2015-12-21,28.182999474671426,78.74429321288572,59.1000013352,3.0,2015,60215.0,12,52
2015-12-28,27.547285079957142,75.53810555594285,27.5000015796,1.0,2015,60215.0,12,53
2016-01-04,28.250856672007142,70.98071016585,3.2000000925000003,2.0,2016,61698.0,1,1
2016-01-11,28.954427719114285,67.65362766811428,1.0000000298,3.0,2016,61698.0,1,2
2016-01-18,29.09728540691429,63.468563624785716,0.0,9.0,2016,61698.0,1,3
2016-01-25,27.361571175728574,76.87438746862857,34.4000017569,3.0,2016,61698.0,1,4
2016-02-01,28.46871376037143,72.40296282087142,15.600000239900002,3.0,2016,61698.0,2,5
2016-02-08,27.632999692628573,72.04251480102857,65.4000017644,10.0,2016,61698.0,2,6
2016-02-15,27.418713978342858,73.7526196071,4.9000002146,5.0,2016,61698.0,2,7
2016-02-22,27.740142277300002,72.11783272878571,9.8000007644,7.0,2016,61698.0,2,8
2016-02-29,29.197285243414285,69.57976422991429,1.0999999941,3.0,2016,61698.0,2,9
2016-03-07,30.03299931117143,62.18380573817143,1.0000001192,2.0,2016,61698.0,3,10
2016-03-14,30.775856563014287,55.82776096888572,0.0,9.0,2016,61698.0,3,11
2016-03-21,31.34728513445714,52.1930645534,0.200000003,5.0,2016,61698.0,3,12
2016-03-28,31.15442766462857,56.623463766899995,1.3000000492,9.0,2016,61698.0,3,13
2016-04-04,32.43299920218571,52.173586164185714,0.400000006,4.0,2016,61698.0,4,14
2016-04-11,32.84014129638571,55.236042567685715,9.9000000357,5.0,2016,61698.0,4,15
2016-04-18,32.90442766462857,50.847686767571425,0.7000000253,4.0,2016,61698.0,4,16
2016-04-25,32.98299925667143,54.49099240984286,6.6000003814,5.0,2016,61698.0,4,17
2016-05-02,32.90442766461428,57.1208883013,7.2999997214,3.0,2016,61698.0,5,18
2016-05-09,33.59014293122857,51.42196164814286,1.7000000328000002,1.0,2016,61698.0,5,19
2016-05-16,32.068713596885715,60.08441053118572,32.2999996542,3.0,2016,61698.0,5,20
