Year-Week,Temperature,Humidity,Precipitation,Cases,Year,Population,Month,Week
2014-06-23,27.110642841885713,85.7635508946,78.7000017166,3.0,2014,31872.6,6,26
2014-06-30,27.83207130432857,79.04784066337142,97.5999970437,2.0,2014,31872.6,6,27
2014-07-07,26.610642841885713,85.98621913365714,95.7000045776,2.0,2014,31872.6,7,28
2014-07-14,26.953499930242856,86.02786363872858,100.400001526,3.0,2014,31872.6,7,29
2014-07-21,26.760643005357142,83.36088997977143,183.0,0.0,2014,31872.6,7,30
2014-07-28,26.746356964128573,83.91870117188571,95.400000453,0.0,2014,31872.6,7,31
2014-08-04,26.489213943485712,85.22888510565714,57.000000238300004,2.0,2014,31872.6,8,32
2014-08-11,28.217785699014286,75.86622074671428,9.6000002177,4.0,2014,31872.6,8,33
2014-08-18,28.482071467814283,73.65559605188571,97.4000049828,2.0,2014,31872.6,8,34
2014-08-25,28.024928774142857,81.77170017787144,74.80000257489999,3.0,2014,31872.6,8,35
2014-09-01,26.68921416145714,80.58168792724287,82.6999983787,2.0,2014,31872.6,9,36
2014-09-08,26.6820716858,84.38721684047142,120.09999847419999,0.0,2014,31872.6,9,37
2014-09-15,26.4606426784,83.85363660541428,105.2000007629,1.0,2014,31872.6,9,38
2014-09-22,27.48921421594286,80.12190900532858,72.8999925852,2.0,2014,31872.6,9,39
2014-09-29,28.78921427044286,73.12875802175714,55.300000339700006,2.0,2014,31872.6,9,40
2014-10-06,28.10349982125714,77.98229435511429,98.1000041962,1.0,2014,31872.6,10,41
2014-10-13,25.98921448842857,86.13501194545714,160.8000032901,0.0,2014,31872.6,10,42
2014-10-20,27.2463572366,79.62035042898572,78.0000004769,0.0,2014,31872.6,10,43
2014-10-27,28.23207092285714,75.58851623534285,35.9999980925,1.0,2014,31872.6,10,44
2014-11-03,27.960642678385714,76.88172149658571,25.2999999523,0.0,2014,31872.6,11,45
2014-11-10,27.97492844717143,70.36887468608572,7.899999857000001,0.0,2014,31872.6,11,46
2014-11-17,28.03921454292857,73.88305555071429,23.4999990017,1.0,2014,31872.6,11,47
2014-11-24,28.42492866517143,75.65462166922858,22.3000003398,0.0,2014,31872.6,11,48
2014-12-01,27.103500093714285,84.02846309115714,103.80000400539998,0.0,2014,31872.6,12,49
2014-12-08,27.003499712257142,77.69766235351427,55.900002867,0.0,2014,31872.6,12,50
2014-12-15,27.239214488442858,78.37472861152857,30.5999988913,0.0,2014,31872.6,12,51
2014-12-22,26.639214379442855,79.80515180314286,42.5000011326,1.0,2014,31872.6,12,52
2014-12-29,26.7106426784,81.17272404261429,33.2999998331,0.0,2014,31872.6,12,1
2015-01-05,25.81778580802857,82.8058013916143,80.0999968051,0.0,2015,63905.0,1,2
2015-01-12,25.746356964114284,74.69230433872858,11.200000763000002,0.0,2015,63905.0,1,3
2015-01-19,25.93921416145714,74.69984327042857,12.300000228,0.0,2015,63905.0,1,4
2015-01-26,26.782071522299997,76.92645045689999,32.099999956800005,0.0,2015,63905.0,1,5
2015-02-02,26.18207168578571,76.44905635288572,11.9999999999,0.0,2015,63905.0,2,6
2015-02-09,25.85349982127143,69.89577266147143,4.1000001729,0.0,2015,63905.0,2,7
2015-02-16,27.44635745455714,71.4487337385,18.8000017404,0.0,2015,63905.0,2,8
2015-02-23,26.6820714133,65.05466897147143,3.5999999568,0.0,2015,63905.0,2,9
2015-03-02,27.7606424604,63.843129294257146,4.0000002459,1.0,2015,63905.0,3,10
2015-03-09,28.167785917,63.69740840365714,6.3999998868,0.0,2015,63905.0,3,11
2015-03-16,28.332071031842855,56.752922603057144,2.9000000507,0.0,2015,63905.0,3,12
2015-03-23,29.482071467814283,50.14661134991429,0.6000000090000001,1.0,2015,63905.0,3,13
2015-03-30,28.910642896357142,62.819153921942856,13.9999994636,0.0,2015,63905.0,3,14
2015-04-06,30.796357291085712,52.89260537284286,1.4000000507,0.0,2015,63905.0,4,15
2015-04-13,30.146357127599998,55.6067695618,6.200000301,0.0,2015,63905.0,4,16
2015-04-20,30.260642460414285,62.25649806431428,34.700000763,0.0,2015,63905.0,4,17
2015-04-27,30.774928774157143,56.20762743271428,8.899999693,0.0,2015,63905.0,4,18
2015-05-04,30.28207097735714,61.178355080742854,39.799999237,1.0,2015,63905.0,5,19
2015-05-11,30.074928283699997,61.86254174371428,6.4999997392,1.0,2015,63905.0,5,20
2015-05-18,31.339214324928573,54.25453730994286,11.7999994159,0.0,2015,63905.0,5,21
2015-05-25,30.71778542655714,59.84113420758571,26.9000019432,1.0,2015,63905.0,5,22
2015-06-01,30.42492866517143,63.98199299402857,15.6000005081,2.0,2015,63905.0,6,23
2015-06-08,30.446357182114287,65.32569939751428,35.6999998092,1.0,2015,63905.0,6,24
2015-06-15,30.339214597428573,68.08962140764285,54.6999998093,0.0,2015,63905.0,6,25
2015-06-22,27.610642841885713,80.71996416364286,102.1999993325,3.0,2015,63905.0,6,26
2015-06-29,28.8463570731,74.14408874511427,90.6000069677,5.0,2015,63905.0,6,27
2015-07-06,25.839214052485715,87.72855704172856,164.4000034332,1.0,2015,63905.0,7,28
2015-07-13,26.48921421595714,87.35044315882858,59.9000017643,4.0,2015,63905.0,7,29
2015-07-20,28.53921427044286,74.98746272495714,4.9000002146,4.0,2015,63905.0,7,30
2015-07-27,28.582071576814286,72.8981388637143,57.800001859700004,4.0,2015,63905.0,7,31
2015-08-03,27.66778591701429,80.88815525598571,78.2000029087,8.0,2015,63905.0,8,32
2015-08-10,26.41778591701429,85.23129599435715,94.0000033378,2.0,2015,63905.0,8,33
2015-08-17,28.396357400057145,79.67609514508571,40.6999988556,11.0,2015,63905.0,8,34
2015-08-24,27.139214379457144,81.39565386092856,48.7000017166,6.0,2015,63905.0,8,35
2015-08-31,28.582071576799997,73.9875640869,54.900000885000004,10.0,2015,63905.0,8,36
2015-09-07,28.396357400071427,78.29942430768571,63.899996280799996,5.0,2015,63905.0,9,37
2015-09-14,27.174928937657143,85.2606942313,94.5999996663,8.0,2015,63905.0,9,38
2015-09-21,27.882071358814283,81.26798793248572,85.39999866470001,4.0,2015,63905.0,9,39
2015-09-28,27.03921427045714,83.12044961111428,97.200006485,4.0,2015,63905.0,9,40
2015-10-05,27.682071413314283,77.61786542618572,54.1999995708,3.0,2015,63905.0,10,41
2015-10-12,28.4320714133,77.78837258475714,31.099999308599998,2.0,2015,63905.0,10,42
2015-10-19,27.6249283382,77.95416041782858,28.299998402599996,5.0,2015,63905.0,10,43
2015-10-26,28.46778542655714,74.46083177838571,16.299999758800002,2.0,2015,63905.0,10,44
2015-11-02,28.460642950871428,72.76448822021429,18.899999559,4.0,2015,63905.0,11,45
2015-11-09,27.582071576814286,78.38738359722856,41.200001478000004,3.0,2015,63905.0,11,46
2015-11-16,28.382071086342854,73.0795059204,13.1000002624,1.0,2015,63905.0,11,47
2015-11-23,28.132071631285715,74.1312702724,16.6999999285,0.0,2015,63905.0,11,48
2015-11-30,28.17492839267143,74.4692241124,15.8999994992,1.0,2015,63905.0,11,49
2015-12-07,28.132071358814283,73.5067313058,24.000000238400002,0.0,2015,63905.0,12,50
2015-12-14,28.58207130432857,72.78118460517143,12.700000107300001,0.0,2015,63905.0,12,51
2015-12-21,27.332071576799997,80.6327078682857,68.4000034332,0.0,2015,63905.0,12,52
2015-12-28,26.824928283685715,76.10872432164285,20.4999998511,0.0,2015,63905.0,12,53
2016-01-04,27.521357127592857,71.60248756407857,14.4000000358,4.0,2016,32042.6,1,1
2016-01-11,28.367785862514285,67.45871898105715,5.5000001192,0.0,2016,32042.6,1,2
2016-01-18,28.524928501657143,62.601260593971425,3.0000001714,1.0,2016,32042.6,1,3
2016-01-25,26.46778542655714,78.80540248324284,84.6999992131,2.0,2016,32042.6,1,4
2016-02-01,27.73207119532857,73.00373077391428,23.6999998391,3.0,2016,32042.6,2,5
2016-02-08,26.832071576785715,73.31157302857142,60.8000001312,3.0,2016,32042.6,2,6
2016-02-15,26.71778515407143,74.58141926357143,16.8999984861,1.0,2016,32042.6,2,7
2016-02-22,26.989214488442858,73.07805034092857,41.9000017344,1.0,2016,32042.6,2,8
2016-02-29,28.48921421595714,70.32499694825715,8.6000000834,0.0,2016,32042.6,2,9
2016-03-07,29.31064305987143,62.7152459281,3.400000155,0.0,2016,32042.6,3,10
2016-03-14,30.089214597442858,55.57987594605714,1.2000000477000001,0.0,2016,32042.6,3,11
2016-03-21,30.610642841885713,51.704754965642856,2.1999999881,0.0,2016,32042.6,3,12
2016-03-28,30.367785862514285,57.19421059744286,7.6000003219000005,0.0,2016,32042.6,3,13
2016-04-04,31.732072285257143,51.55376434327143,3.9000000953000002,1.0,2016,32042.6,4,14
2016-04-11,32.00350052968572,55.70615441458572,20.3000003099,1.0,2016,32042.6,4,15
2016-04-18,31.92493002757143,51.646096910742855,5.5000000447,1.0,2016,32042.6,4,16
2016-04-25,31.953500747699998,55.560533251100004,20.1000002995,1.0,2016,32042.6,4,17
2016-05-02,31.596357345585716,60.70845849175714,19.2999998107,2.0,2016,32042.6,5,18
2016-05-09,32.5535019466,51.896761757971426,4.4000001029,3.0,2016,32042.6,5,19
2016-05-16,30.960643223357142,62.66703959872858,49.899999022399996,1.0,2016,32042.6,5,20
2016-05-23,29.94635718207143,72.03176225932857,57.500000096899996,1.0,2016,32042.6,5,21
2016-05-30,29.824928828642857,74.71838051932858,68.0999984741,1.0,2016,32042.6,5,22
