Feature,Importance
Cases_lag_4,0.5296432534253889
Cases_lag_5,0.095113589469332
Temperature_lag_4,0.04482810411979955
Precipitation_lag_4,0.04140824550227003
Temperature_lag_3,0.028960459570228178
Temperature_lag_2,0.021820034457227702
Humidity_lag_2,0.020676859015875255
Humidity_lag_4,0.020358372271111595
Cases_lag_11,0.019604574129692104
Cases_lag_10,0.019443249240149476
Cases_lag_9,0.017427450506811465
Cases_lag_8,0.015039817836703101
Temperature_lag_1,0.013789252793628578
Precipitation,0.013370915388390312
Humidity_lag_1,0.013366671330905543
Humidity_lag_3,0.01273624374189247
Cases_lag_6,0.012729760803293732
Cases_lag_7,0.012635255983435715
Precipitation_lag_3,0.01070160958384484
Precipitation_lag_1,0.01057324769207876
Temperature,0.009410848251948196
Humidity,0.00820025182484549
Precipitation_lag_2,0.008161933061147144
