Feature,Importance
Cases_lag_8,0.2677301338868717
Temperature_lag_4,0.21308485498037902
Cases_lag_9,0.10383038904334016
Temperature_lag_3,0.07120387789897406
Humidity_lag_3,0.03991474698156346
Precipitation_lag_2,0.03588813631775655
Humidity_lag_4,0.033696409765484325
Precipitation_lag_1,0.02703364286791592
Cases_lag_10,0.025341044082317358
Temperature_lag_2,0.023407962911374997
Precipitation,0.021865830570462222
Precipitation_lag_4,0.020313699716596755
Cases_lag_11,0.020047784358748672
Precipitation_lag_3,0.019397446851954443
Humidity_lag_1,0.018347430624585933
Temperature_lag_1,0.017447550413425533
Temperature,0.015049424507893448
Humidity_lag_2,0.01401999380095071
Humidity,0.012379640419404503
