Feature,Importance
Cases_lag_8,0.11765956887454172
Humidity,0.11544277250777653
Precipitation_lag_3,0.07508904121544499
Humidity_lag_2,0.0690888776617752
Humidity_lag_4,0.06340008243006601
Humidity_lag_3,0.061725403834765546
Cases_lag_9,0.06004455069600222
Precipitation,0.05560797735747422
Temperature_lag_2,0.04564194681933863
Precipitation_lag_4,0.04302215210779668
Temperature_lag_3,0.04263814933484319
Precipitation_lag_2,0.04230447940411533
Temperature,0.0376754467399075
Cases_lag_10,0.03366940668238129
Temperature_lag_4,0.030685536785299634
Temperature_lag_1,0.029874905089728447
Humidity_lag_1,0.02930120665008505
Precipitation_lag_1,0.029140353775060735
Cases_lag_11,0.017988142033597103
