Feature,Importance
Cases_lag_3,0.38810689193208553
Cases_lag_4,0.0851977195694246
Cases_lag_5,0.048096622702680246
Cases_lag_9,0.04554340892137318
Temperature_lag_2,0.04434792802835557
Humidity_lag_4,0.04092812339263416
Temperature_lag_4,0.03706580918116651
Precipitation_lag_4,0.034021688386896363
Cases_lag_8,0.028020472411314206
Humidity,0.027038110341959166
Humidity_lag_3,0.025159531616836723
Humidity_lag_2,0.02269082325880714
Precipitation_lag_2,0.02231826472395236
Temperature_lag_3,0.021954647631784074
Cases_lag_6,0.01950722427686065
Precipitation,0.019489152093585035
Precipitation_lag_3,0.016055413686851018
Temperature,0.013108037856449642
Humidity_lag_1,0.012564845277380299
Precipitation_lag_1,0.01116261051328576
Cases_lag_10,0.010352031618855593
Temperature_lag_1,0.010113367255279015
Cases_lag_7,0.009838475120481334
Cases_lag_11,0.007318800201701849
