Feature,Importance
Cases_lag_3,0.2570378346401738
Cases_lag_4,0.24214603457107156
Cases_lag_5,0.10820900439026193
Humidity_lag_4,0.03361468281711357
Cases_lag_11,0.03165972273589959
Cases_lag_6,0.030828094661137322
Humidity_lag_3,0.030792770575482117
Temperature_lag_4,0.02710410519373961
Temperature_lag_3,0.02674902285555665
Precipitation,0.022011199759943607
Humidity_lag_2,0.019133559061946734
Cases_lag_8,0.01732751261512132
Precipitation_lag_2,0.017121432678813747
Cases_lag_9,0.01643379575304186
Precipitation_lag_3,0.016001854000399506
Cases_lag_10,0.014500534435231773
Temperature_lag_2,0.014111650611323755
Precipitation_lag_4,0.013396394013457697
Humidity_lag_1,0.013332973934749864
Precipitation_lag_1,0.012306499832425615
Humidity,0.010893465478834947
Temperature,0.010058646256952632
Cases_lag_7,0.008667870761634036
Temperature_lag_1,0.006561338365686831
