Feature,Importance
Temperature_lag_4,0.19350359375763482
Temperature_lag_3,0.10174972329504531
Humidity_lag_3,0.08966801860393822
Humidity_lag_4,0.07175028989464037
Precipitation_lag_3,0.06058931132508626
Precipitation_lag_4,0.05885885474414085
Temperature_lag_1,0.05496245085471919
Temperature_lag_2,0.054254014919594494
Humidity,0.05198515742119965
Humidity_lag_1,0.04973793447387325
Humidity_lag_2,0.048055221558985665
Precipitation_lag_2,0.04381675923244775
Temperature,0.04367773328990883
Precipitation,0.0405845385603799
Precipitation_lag_1,0.03680639806840544
