Feature,Importance
Cases_lag_3,0.42144187403021266
Humidity_lag_4,0.04007847868978282
Cases_lag_6,0.03703314420055944
Cases_lag_4,0.0343715662444177
Temperature_lag_4,0.03423795308928242
Cases_lag_9,0.03289652156162936
Precipitation_lag_1,0.03140153794178228
Precipitation_lag_4,0.028173044219137168
Temperature_lag_2,0.0280919237747086
Precipitation_lag_3,0.027257408307954627
Humidity,0.026589822072167386
Temperature,0.026291199041537684
Humidity_lag_2,0.02628297688168342
Cases_lag_10,0.025082602592446577
Precipitation,0.02373303269352169
Humidity_lag_1,0.022647090999415073
Cases_lag_7,0.02131499446003127
Temperature_lag_3,0.019452119894112083
Temperature_lag_1,0.01889931153623022
Humidity_lag_3,0.01824300904002902
Cases_lag_5,0.015140265718700573
Precipitation_lag_2,0.014891660670722392
Cases_lag_8,0.01405716711308957
Cases_lag_11,0.012391295226845962
