Feature,Importance
Temperature_lag_4,0.14721218137582073
Humidity_lag_4,0.10327834032275465
Precipitation,0.10320724307018513
Precipitation_lag_1,0.09583424224072838
Precipitation_lag_2,0.08147400784285502
Temperature_lag_3,0.052997549014182466
Humidity_lag_1,0.05185455730428963
Humidity_lag_3,0.05097906246429501
Temperature,0.05048080966783324
Temperature_lag_2,0.0493741627681082
Humidity,0.04875661662922547
Precipitation_lag_4,0.04394891034434084
Precipitation_lag_3,0.043230699280549484
Temperature_lag_1,0.04003100791213183
Humidity_lag_2,0.037340609762699775
