Feature,Importance
Cases_lag_3,0.6438769248492878
Temperature,0.05404353646232219
Cases_lag_11,0.026433972300872077
Humidity_lag_4,0.02426359248651214
Humidity_lag_3,0.023283748462404663
Humidity,0.022711869318813433
Cases_lag_4,0.017023139369641185
Precipitation_lag_3,0.016590310939883456
Temperature_lag_2,0.016133774857715603
Temperature_lag_1,0.015497692732860148
Cases_lag_10,0.014445803173802306
Precipitation_lag_4,0.014337799751754443
Precipitation,0.012820370754392001
Temperature_lag_3,0.012146414134817447
Cases_lag_5,0.011964384646082928
Temperature_lag_4,0.011523319853668256
Cases_lag_9,0.011458359069526986
Humidity_lag_1,0.010546399172651454
Cases_lag_6,0.01024296576816293
Cases_lag_7,0.007346869919446833
Humidity_lag_2,0.007200475625174395
Cases_lag_8,0.006124928879796397
Precipitation_lag_2,0.005798835481455188
Precipitation_lag_1,0.004184511988955767
