Feature,Importance
Cases_lag_1,0.8760644251822164
Cases_lag_2,0.016013124477093015
Humidity_lag_2,0.009335606233627877
Cases_lag_7,0.00799812519936027
Cases_lag_10,0.007518547039656689
Temperature_lag_3,0.006887201588618723
Cases_lag_3,0.00632220294756512
Temperature_lag_4,0.004851318468920998
Cases_lag_4,0.004817115462623487
Cases_lag_6,0.004582321121590729
Temperature_lag_2,0.004577924543813593
Temperature_lag_1,0.004501544320725099
Humidity_lag_1,0.004462131114170559
Cases_lag_9,0.004396362168242289
Cases_lag_8,0.004311714877766884
Precipitation_lag_4,0.004221841359757157
Humidity,0.003958520867903466
Cases_lag_11,0.00394695270542884
Cases_lag_5,0.0031373632979383014
Humidity_lag_3,0.0030991723358501865
Humidity_lag_4,0.002850507385567118
Precipitation,0.002841239519680068
Precipitation_lag_2,0.0025506067057970323
Temperature,0.0025011706710068053
Precipitation_lag_1,0.002357466091028668
Precipitation_lag_3,0.001895494314050751
